update_ratio,arrow_query_s,sqlite_query_s,total_rows,keyspace
0.1,3.4988439083099365,12.971081733703613,2000000,1800000
0.25,1.6035130023956299,12.64690375328064,2000000,1500000
0.5,1.6830205917358398,10.26457142829895,2000000,1000000
